area,state,seed,action,time,frame,steps,config_id,reward,experiment.step_duration,compatibility_mode,filepath,experiment.update_freq,environment.zone,environment,algorithm,seed_offline,time_offline,action_offline,config_id_offline,frame_offline,experiment.update_freq_offline,experiment.checkpoint,compatibility_mode_offline,experiment.step_duration_offline,filepath_offline,environment.path,experiment.image_save_keys,environment_offline,algorithm_offline
"[38.125  11.375  18.75   44.875  60.125  38.125  48.625  58.5625 19.5
 51.625  47.4375 57.5625 39.625  34.     56.9375 54.5    43.375  64.375
 31.375  27.375  41.25   55.0625 23.75   40.6875 27.     10.125  16.0625
 25.375  43.5625 27.375  27.4375 26.875  37.6875 19.6875 16.      0.    ]",[1.74422509e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246689.0409105,106,107,-8144594618283321666,-0.0873336463899077,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385420.990883,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,106.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[34.8125 11.0625 14.125  45.25   62.1875 43.75   48.125  53.125  17.9375
 53.75   47.3125 53.625  41.0625 31.5    57.0625 57.9375 71.25   63.75
 26.625  16.4375 41.875  34.6875 27.625  34.75   29.5    14.25   12.9375
 27.8125 33.8125 23.625  34.     26.125  35.0625 21.125  20.75    0.    ]",[1.74422516e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246754.7090726,107,108,-8144594618283321666,-0.030974969522853,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385422.9354184,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1.1997813580787543e+18,107.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[ 35.25    36.6875  53.5625  36.6875  61.4375  39.9375  24.5625  52.125
  18.5625  54.5625  46.625   50.0625  37.25    34.125   53.6875  60.1875
  51.625   59.375   29.375  174.375   44.5     53.4375  28.5625  42.
  31.75    10.8125  15.25    29.0625  35.3125  34.75    33.875   35.6875
  37.3125  21.6875  17.3125  61.625 ]",[1.74422522e+09],0,[0.1393 0.2667 0.1134 0.     0.1162 0.2121],1744246822.0027642,108,109,-8144594618283321666,0.1410916400025384,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385424.8261745,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,108.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[38.125  11.25   18.125  45.125  60.0625 46.9375 48.4375 51.5    19.6875
 51.5625 49.     51.6875 37.5    32.75   54.     52.6875 24.75   63.1875
 26.6875 17.25   41.6875 37.     23.75   39.6875 37.      0.     16.875
 27.8125 40.625   0.     31.5    34.375  40.6875 17.5625 16.5    88.5625]",[1.74422529e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744246887.106207,109,110,-8144594618283321666,-0.1158882584463486,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385427.1528883,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,109.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[ 42.4375   0.       0.      43.1875  77.5625  40.8125  49.0625  63.9375
  43.75    57.      49.5625  63.1875  77.1875  44.      72.9375  74.1875
  19.625   66.875   53.6875  56.125   55.875   75.3125  51.6875  65.125
   0.       0.      19.25    36.5     49.5625   0.       0.     121.4375
  50.3125  23.6875  30.75    20.75  ]",[1.74422535e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744246952.4942403,110,111,-8144594618283321666,0.0842752066017233,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385429.0670445,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,110.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[44.5625 12.     18.5    43.0625 64.875  40.625  50.3125 59.4375 41.6875
 53.625  43.9375 61.4375 41.125  36.3125 55.625  63.5625 20.3125 67.6875
 30.8125 10.375  44.875  53.9375 27.375  34.1875 28.4375 12.4375 17.5625
 25.5    38.375   9.125  31.4375 31.5    38.75   20.6875 19.75   21.    ]",[1.74422541e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247008.7460043,111,112,-8144594618283321666,-0.0714449431831869,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385431.2774882,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,111.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[41.4375 12.     19.5625 45.9375 62.375  42.125  50.375  58.875  41.9375
 53.3125 43.4375 57.4375 36.25   37.75   57.1875 64.4375 22.4375 71.125
 29.      9.6875 43.8125 54.3125 26.6875 35.3125 31.6875 10.375  16.
 24.4375 33.125  82.5625 34.5625 35.4375 36.5    22.375  21.6875 18.625 ]",[1.74422546e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247065.038422,112,113,-8144594618283321666,0.0409025613597532,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385433.4865797,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,112.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[42.8125 11.75   22.     43.0625 61.5    39.875  50.     59.375  41.4375
 54.0625 43.4375 58.8125 37.1875 35.875  55.6875 62.5625 22.125  70.75
 30.5    11.5625 43.8125 55.0625 37.125  33.     27.75   10.9375 14.0625
 24.125  31.8125  7.9375 33.75   30.6875 41.3125 22.5    22.1875 23.1875]",[1.74422552e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247120.7738883,113,114,-8144594618283321666,-0.03702579434714,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385435.8246677,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,113.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[40.625  11.625  18.25   43.6875 60.1875 42.375  52.25   58.6875 40.5625
 55.875  44.9375 59.375  37.4375 35.     55.0625 67.     20.     67.875
 30.25   11.3125 47.3125 54.25   27.0625 34.8125 29.25   12.5    15.5625
 25.     33.5625 31.1875 31.375  33.25   39.0625 20.4375 20.6875 35.375 ]",[1.74422558e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247176.4233973,114,115,-8144594618283321666,0.0198308293735297,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385438.175756,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,114.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[42.8125 12.9375 19.     45.25   59.75   43.6875 51.75   59.4375 40.75
 52.125  47.5    59.125  42.3125 36.6875 56.625  61.875  19.625  65.8125
 30.75   12.5    45.125  53.125  29.625  33.75   28.4375 12.125  15.75
 25.5625 33.0625 27.375  29.875  31.8125 36.75   20.625  20.0625 16.6875]",[1.74422563e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247231.6794016,115,116,-8144594618283321666,-0.0172538886140947,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385440.8742075,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,115.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[43.3125 12.3125 18.625  46.25   61.5    39.6875 49.5625 57.25   42.75
 53.0625 44.125  58.25   36.9375 37.1875 57.0625 59.875  19.875  63.75
 29.5    16.1875 43.8125 57.6875 25.     39.5625 29.5    11.8125 14.6875
 24.375  31.8125 21.     30.375  34.4375 36.5625 21.0625 21.75   22.4375]",[1.74422569e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247286.665835,116,117,-8144594618283321666,-0.0052226635752239,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385443.1851757,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,116.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[43.375  14.     19.5625 45.     59.25   42.75   50.875  59.875  41.
 51.5625 45.875  57.75   40.3125 34.9375 57.5    67.4375 23.9375 66.75
 31.125  11.5    46.75   55.625  36.1875 43.     30.8125 11.     13.5
 23.625  33.5625  0.     29.6875 32.75   37.375  18.75   16.875  13.25  ]",[1.74422574e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247342.7586863,117,118,-8144594618283321666,0.0034438226431338,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385445.3500323,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,117.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[41.3125 12.5625 20.     44.75   64.25   41.25   51.9375 58.5    42.375
 51.625  45.1875 57.     36.1875 42.4375 56.625  63.625  17.625  65.
 29.875  12.125  43.5    52.6875 28.125  33.6875 29.375  11.4375 13.5
 25.25   43.6875 10.25   30.75   33.5625 37.75   19.5    18.875  19.9375]",[1.7442258e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247398.558926,118,119,-8144594618283321666,-0.0095610988922831,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385447.5682044,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,118.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[42.6875 13.75   18.875  43.5625 61.0625 43.375  50.625  59.875  43.1875
 56.375  44.3125 59.9375 40.75   34.6875 54.875  64.75   24.3125 66.6875
 29.9375 12.375  45.8125 53.25   28.875  33.0625 27.4375 18.     20.125
 25.75   32.875   0.     31.875  34.75   36.25   22.     17.8125 20.9375]",[1.74422585e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247453.4513843,119,120,-8144594618283321666,0.0099293840436543,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385449.7514343,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,119.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[42.6875 13.     17.6875 45.875  63.     40.0625 51.75   60.6875 40.875
 54.0625 45.8125 61.0625 35.8125 36.1875 56.875  63.8125 19.6875 65.5625
 32.75   14.0625 44.8125 52.5625 26.6875 30.75   29.75   39.9375 14.625
 24.5625 31.75   19.4375 31.25   33.1875 38.25   18.5    17.5    13.875 ]",[1.74422591e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247509.3983707,120,121,-8144594618283321666,0.0012879089684811,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385451.9367778,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,120.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[42.3125 12.8125 17.9375 47.25   61.75   40.9375 50.625  59.8125 40.5
 54.1875 46.875  57.5    41.0625 35.375  57.0625 60.9375 18.125  63.3125
 29.875  12.625  44.9375 52.9375 29.4375 35.5    28.5625 11.25   13.4375
 23.75   37.375  29.9375 32.375  32.75   38.125  22.0625 18.875  37.0625]",[1.74422596e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247564.957768,121,122,-8144594618283321666,0.0228422694280672,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385454.471707,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,121.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[43.1875 13.5    18.1875 47.875  60.4375 41.8125 52.4375 58.875  43.
 54.625  43.75   56.75   34.125  36.375  57.75   59.9375 19.     63.625
 27.625  11.8125 44.125  53.9375 24.4375 32.4375 29.5    11.25   15.25
 24.125  43.0625  0.     29.25   33.4375 37.3125 20.5625 19.625  14.3125]",[1.74422602e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247621.508105,122,123,-8144594618283321666,-0.0445206667587292,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385456.9537294,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,122.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[43.9375 12.125  18.5625 46.5625 62.0625 43.625  58.375  58.5625 42.8125
 52.125  44.25   58.9375 36.0625 38.     56.0625 61.625  21.125  65.8125
 31.125  12.25   44.9375 51.5625 28.875  32.625  30.      0.     14.625
 27.5625 44.0625 30.875  33.0625 33.75   40.     22.25   16.6875 17.4375]",[1.74422608e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247677.6504395,123,124,-8144594618283321666,0.0460164571569599,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385459.5688586,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,123.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[43.3125 13.4375 18.0625 45.4375 58.5625 39.875  53.3125 61.375  41.125
 51.75   45.     56.25   36.125  35.1875 57.25   62.6875 22.8125 62.9375
 32.0625 11.75   46.9375 52.6875 30.5625 30.375  29.125  12.6875 15.3125
 24.125  47.0625 77.     31.125  32.8125 38.5625 21.375  18.8125 14.6875]",[1.74422614e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247734.5083754,124,125,-8144594618283321666,0.0096434159929044,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385462.1380248,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,124.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[44.5625 13.375  18.3125 43.8125 65.875  39.875  50.375  59.25   43.875
 52.6875 44.6875 55.375  37.375  35.75   54.8125 61.     27.875  63.75
 31.625  12.1875 44.1875 55.6875 27.75   33.375  28.875  10.5625 13.75
 24.8125 37.875  22.625  29.5    34.1875 36.9375 20.4375 15.75   29.1875]",[1.74422619e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247789.097904,125,126,-8144594618283321666,-0.0315931980831814,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385464.6266212,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,125.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[43.0625 13.1875 18.9375 43.5625 63.     38.625  53.0625 59.     40.125
 51.9375 41.5625 57.9375 34.6875 34.3125 54.875  60.     28.1875 65.375
 30.5625 11.5625 48.0625 53.6875 36.75   34.25   29.125  13.4375 15.
 24.125  42.375  14.625  30.9375 32.25   38.375  20.4375 17.875  31.6875]",[1.74422624e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247845.005762,126,127,-8144594618283321666,0.0040881728920475,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385467.3333793,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,126.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[44.     12.4375 18.5625 44.5    64.1875 39.625  51.     61.1875 41.0625
 53.875  46.875  59.3125 35.75   35.1875 56.3125 62.5625 14.8125 63.875
 32.3125 12.125  49.1875 54.4375 29.875  34.3125 28.3125 10.3125 18.5625
 24.6875 44.375  26.6875 31.125  36.1875 35.6875 17.9375 18.25   20.125 ]",[1.7442263e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247899.846578,127,128,-8144594618283321666,0.0017035775127768,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385469.9259996,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,127.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[41.625  13.5625 18.6875 44.0625 63.6875 41.8125 51.1875 59.0625 40.6875
 53.375  43.75   57.25   35.875  35.6875 56.5    59.375  21.0625 61.4375
 31.5    11.75   45.125  53.625  29.9375 33.3125 29.25   12.75   17.3125
 24.125  31.8125 26.75   30.625  32.625  39.1875 20.5    20.125  27.9375]",[1.74422636e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744247955.8596091,128,129,-8144594618283321666,-0.0098967410746702,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385472.3997386,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,128.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[43.5625 12.125  18.5625 47.8125 61.8125 37.375  52.25   63.6875 44.4375
 54.1875 43.8125 55.9375 37.3125 42.     58.5625 64.     15.5625 66.375
 29.6875 12.0625 44.4375 53.1875 25.5625 37.0625 29.1875 15.75   17.1875
 26.8125 31.25   12.5625 30.3125 34.25   38.1875 19.6875 18.375  45.4375]",[1.74422641e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248011.514034,129,130,-8144594618283321666,0.0138402564659082,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385474.8780692,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,129.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[45.25   13.75   18.9375 43.3125 64.75   39.1875 51.875  59.25   42.
 52.1875 43.9375 55.625  35.1875 38.9375 54.625  64.     21.125  66.1875
 29.5625 12.0625 43.3125 52.25   29.125  32.375  28.     12.3125 17.0625
 25.8125 44.8125  0.     31.4375 33.125  36.8125 19.9375 17.75   35.0625]",[1.74422647e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248067.582617,130,131,-8144594618283321666,-0.0132264641364345,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385477.144279,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,130.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[44.6875 12.75   18.875  46.8125 62.5625 41.25   51.1875 61.9375 41.5
 54.3125 44.5    55.8125 40.6875 36.8125 56.625  61.5    23.25   64.125
 30.6875 13.     46.6875 52.4375 24.5    33.75   28.9375 37.625  16.3125
 27.8125 33.5    28.625  31.3125 32.3125 36.75   19.     18.5    22.25  ]",[1.74422652e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248122.794893,131,132,-8144594618283321666,0.0231668995372403,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385479.429249,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,131.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[43.3125 13.8125 18.3125 44.75   64.3125 38.25   52.1875 60.375  40.5625
 55.3125 43.5    57.1875 40.625  34.6875 55.8125 66.6875 18.5    67.9375
 29.9375 11.5625 46.3125 53.25   28.625  32.     29.4375 13.5    15.4375
 24.125  32.125   0.     30.5625 32.6875 36.9375 20.6875 18.8125 19.3125]",[1.74422658e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248178.4556332,132,133,-8144594618283321666,-0.0483850539112874,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385481.79519,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,132.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[44.6875 16.6875 20.     46.875  62.1875 41.3125 51.4375 61.5625 42.0625
 53.3125 41.3125 57.3125 34.75   36.5625 56.5    58.8125 17.5    64.625
 31.0625 13.9375 45.     53.75   27.625  33.4375 28.4375 11.5625 13.625
 24.5625 45.625  69.8125 31.5625 34.     38.375  20.6875 17.8125 19.625 ]",[1.74422664e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248235.312482,133,134,-8144594618283321666,0.0593479157680925,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385484.391871,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,133.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[43.5625 12.25   18.75   43.9375 61.125  41.1875 52.     62.875  42.4375
 54.     43.4375 58.     36.     36.625  57.9375 63.9375 23.4375 64.875
 36.1875 13.0625 46.125  52.8125 26.5625 33.125  30.25   10.4375  0.
 24.25   32.1875 22.9375 31.9375 33.75   37.125  21.125  18.5    37.125 ]",[1.74422669e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248290.2486596,134,135,-8144594618283321666,-0.0178886874536763,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385486.9375918,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,134.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[42.6875 13.875  19.375  45.625  60.75   39.1875 51.3125 59.5625 41.0625
 53.4375 45.6875 58.3125 42.     36.75   55.875  63.75   23.5    65.125
 31.1875 13.0625 45.875  54.875  27.125  35.0625 29.625  13.     15.0625
 25.25   47.5625 13.125  30.0625 36.25   39.5    20.1875 18.     10.125 ]",[1.74422674e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248345.266146,135,136,-8144594618283321666,-0.0106815405792488,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385489.600037,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,135.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[42.5    13.3125 18.125  44.375  59.9375 42.5625 53.6875 58.8125 41.9375
 54.9375 46.625  57.8125 35.375  36.8125 56.25   65.375  21.25   64.25
 28.375  12.0625 46.375  52.3125 28.5    34.875  28.6875 11.0625 14.0625
 24.625  33.75   25.5625 31.125  32.1875 36.3125 19.4375 18.     22.6875]",[1.7442268e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248400.428923,136,137,-8144594618283321666,-0.009071390970184,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385492.08383,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,136.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
"[45.0625 12.25   18.75   44.6875 66.25   41.9375 50.9375 59.625  43.1875
 55.375  43.6875 58.1875 36.25   36.6875 59.0625 59.1875 18.5625 65.5
 31.625  13.5    45.1875 54.25   28.6875 34.125  30.5    11.0625 12.25
 24.4375 33.625   0.     30.375  36.3125 37.4375 19.5    20.6875 28.8125]",[1.74422686e+09],0,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1744248456.1004283,137,138,-8144594618283321666,0.0062606811517035,60,0,experiments/online/E6/P3/plant_reaction_test.xlsx,1,2,P3,Spreadsheet2,0.0,1744385494.4920292,[0.26865 0.51435 0.2187  0.      0.2241  0.40905],1.1997813580787543e+18,137.0,1.0,0.0,0.0,0.01,experiments/online/E6/P3/plant_reaction_test.xlsx,/data/plant-rl/online/E6/P3/Spreadsheet-2/z2,*,P3,Spreadsheet2
